x1,x2
제1203차 진안군청 인근 연립주택 신축사업 7차#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액3억원?투자인원499명
제1202차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 7차#1순위,"수익률(연)12.84%?투자기간3개월?등급B3?모집금액3억5,000만원?투자인원617명"
제1201차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 6차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간3개월?등급B3?모집금액5,000만원?투자인원1명"
제1200차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 6차#1순위,"수익률(연)12.56%?투자기간3개월?등급B2?모집금액3억4,000만원?투자인원716명"
제1199차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 5차#1순위 #법인전용상품,"수익률(연)12.56%?투자기간3개월?등급B2?모집금액6,000만원?투자인원2명"
제1198차 동작 사당동 극동아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액1억2,000만원?투자인원202명"
제1196차 송파 문정동 삼익빌라 담보대출#2순위,수익률(연)8.2%?투자기간6개월?등급A2?모집금액1억원?투자인원195명
제1195차 강서 마곡동 후포아파트 담보대출#2순위,"수익률(연)8%?투자기간6개월?등급A2?모집금액8,000만원?투자인원255명"
제1192차 용인 메종 포레스트 타운하우스 A 신축 11차#1순위,수익률(연)12.56%?투자기간3개월?등급B2?모집금액1억원?투자인원163명
제1191차 용인 메종 포레스트 타운하우스 B 신축 13차#1순위,"수익률(연)12.84%?투자기간3개월?등급B3?모집금액2,000만원?투자인원53명"
제1189차 수원 이의동 광교캠퍼스타운참누리 담보대출#2순위,수익률(연)8%?투자기간12개월?등급A2?모집금액1억원?투자인원230명
제1188차 서초 서초동 로얄파크빌라트 담보대출#3순위,"수익률(연)8.9%?투자기간12개월?등급A3?모집금액3,000만원?투자인원68명"
제1182차 강남 역삼동 일건빌라 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원290명"
제1181차 강동 암사동 프라이어팰리스아파트 리파이낸싱#2순위,"수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원277명"
제1179차 청라국제도시 근린생활시설 신축사업 9차#2순위,"수익률(연)15%?투자기간7개월?등급D2?모집금액7억1,050만원?투자인원1,287명"
제1178차 청라국제도시 근린생활시설 신축사업 8차#2순위 #법인전용상품,"수익률(연)15%?투자기간7개월?등급D2?모집금액3억8,950만원?투자인원12명"
제1177차 수원 북수동 상가주택 신축사업B 2차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액2억1,000만원?투자인원356명"
제1175차 노원 하계동 현대아파트 리파이낸싱#3순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액8,000만원?투자인원118명"
제1171차 강동 둔촌동 신성둔촌미소지움 아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액3억원?투자인원480명
제1168차 캠프 험프리 미군 렌탈하우스C 신축사업 16차#1순위,수익률(연)13.1%?투자기간4개월?등급C1?모집금액1억원?투자인원172명
제1164차 성동 금호동 금호자이1차아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원101명
제1163차 하남 덕풍동 풍산아이파크 리파이낸싱#1순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액9,000만원?투자인원138명"
제1159차 성남 금곡동 청솔마을 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원223명
제1158차 송파 잠실동 잠실주공아파트 담보대출#3순위,수익률(연)8%?투자기간12개월?등급A2?모집금액1억원?투자인원237명
제1157차 종로 무악동 현대아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원65명"
제1156차 서산 테크노밸리 근린생활시설 신축사업 25차#1순위,수익률(연)14.5%?투자기간9개월?등급C3?모집금액3억원?투자인원546명
제1154차 서울 동선동5가 다세대 신축사업 9차#2순위,"수익률(연)15%?투자기간10개월?등급D2?모집금액1억5,000만원?투자인원298명"
제1151차 수원 북수동 상가주택 신축사업A 2차#2순위,수익률(연)15%?투자기간9개월?등급D2?모집금액2억원?투자인원411명
제1149차 하남 덕풍동 풍산아이파크 담보대출#4순위,"수익률(연)9.5%?투자기간12개월?등급A3?모집금액8,500만원?투자인원161명"
제1145차 양천 신정동 목동신시가지 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원272명"
제1143차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 5차#1순위 #법인전용상품,수익률(연)12.84%?투자기간3개월?등급B3?모집금액4억원?투자인원2명
제1142차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 4차#1순위,수익률(연)12.56%?투자기간3개월?등급B2?모집금액2억원?투자인원317명
제1141차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 3차#1순위 #법인전용상품,수익률(연)12.56%?투자기간3개월?등급B2?모집금액2억원?투자인원1명
제1139차 제주 신화월드 인근 공동주택 신축사업 15차#1순위,"수익률(연)12.21%?투자기간8개월?등급B1?모집금액11억원?투자인원1,944명"
제1138차 양평역 인근 다세대 신축사업 4차#1순위,"수익률(연)13%?투자기간7개월?등급C1?모집금액2억5,000만원?투자인원513명"
제1137차 광진 광장동 청구아파트 담보대출#2순위,수익률(연)8%?투자기간12개월?등급A2?모집금액1억원?투자인원141명
제1136차 강남 청담동 공동주택 신축사업 6차#1순위,"수익률(연)11.7%?투자기간7개월?등급A3?모집금액1억5,000만원?투자인원234명"
제1135차 서귀포 산방산 타운하우스 신축사업 4차#1순위,"수익률(연)12.77%?투자기간9개월?등급B3?모집금액4억5,000만원?투자인원889명"
제1133차 이천 창전동 오피스텔 신축사업 36차#1순위,"수익률(연)13%?투자기간7개월?등급C1?모집금액4억7,000만원?투자인원964명"
제1130차 영등포 두산위브아파트 담보대출#2순위,수익률(연)8%?투자기간12개월?등급A2?모집금액1억원?투자인원166명
제1124차 일산 풍동 애니아트힐즈 주택 및 근생부지 조성사업 2순위 2차#2순위,수익률(연)16%?투자기간8개월?등급D2?모집금액5억490만원?투자인원970명
제1123차 일산 풍동 애니아트힐즈 주택 및 근생부지 조성사업 2순위 1차#2순위 #법인전용상품,"수익률(연)16%?투자기간8개월?등급D2?모집금액34억9,510만원?투자인원2명"
제1122차 주택담보부 근질권 대출 2호#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액3억8,000만원?투자인원603명"
제1117차 진안군청 인근 연립주택 신축사업 6차#1순위,"수익률(연)12.28%?투자기간9개월?등급B1?모집금액2억5,000만원?투자인원453명"
제1116차 평택 국가산업단지 인근 다세대 신축사업 11차#1순위,수익률(연)12.77%?투자기간2개월?등급B3?모집금액2억원?투자인원223명
제1115차 인천 용현동 오피스텔 및 근린상가 신축사업 9차#1순위,수익률(연)12%?투자기간10개월?등급B1?모집금액5억원?투자인원836명
제1114차 진안군청 인근 연립주택 신축사업 5차#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액2억원?투자인원396명
제1112차 합천아파트 신축사업 23차#1순위,수익률(연)12.98%?투자기간7개월?등급B2?모집금액2억원?투자인원320명
제1111차 아산 유신빌딩 2순위 담보대출 19차#2순위,"수익률(연)13.5%?투자기간2개월?등급C2?모집금액6,000만원?투자인원98명"
제1110차 당진 읍내동 H타워 신축사업 3순위 2차#3순위,"수익률(연)15%?투자기간9개월?등급D2?모집금액10억9,700만원?투자인원1,983명"
제1109차 당진 읍내동 H타워 신축사업 3순위 1차#3순위 #법인전용상품,"수익률(연)15%?투자기간9개월?등급D2?모집금액1억3,300만원?투자인원6명"
제1107차 성남 수내동 푸른마을신성아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원168명
제1104차 청라국제도시 근린생활시설 신축사업 7차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액15억3,700만원?투자인원2,375명"
제1103차 청라국제도시 근린생활시설 신축사업 6차#2순위 #법인전용상품,"수익률(연)15%?투자기간8개월?등급D2?모집금액4억6,300만원?투자인원8명"
제1102차 용인 마북동 토지담보대출#1순위,"수익률(연)12%?투자기간8개월?등급B1?모집금액3억3,000만원?투자인원381명"
제1099차 송파 잠실동 트리지움 담보대출#3순위,수익률(연)8.2%?투자기간12개월?등급A2?모집금액1억원?투자인원118명
제1094차 이천 창전동 오피스텔 신축사업 35차#1순위,수익률(연)13%?투자기간7개월?등급C1?모집금액1억원?투자인원83명
제1092차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 2차#1순위,수익률(연)12.56%?투자기간4개월?등급B2?모집금액2억원?투자인원317명
제1090차 마포 공덕동 한화꿈에그린 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억4,000만원?투자인원235명"
제1089차 성남 서현동 한양아파트 리파이낸싱#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억1,000만원?투자인원200명"
제1088차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 4차#1순위,"수익률(연)12.84%?투자기간4개월?등급B3?모집금액2억7,500만원?투자인원366명"
제1087차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 3차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간4개월?등급B3?모집금액2억2,500만원?투자인원8명"
제1086차 용산 신계동 이편한세상 담보대출#3순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액2억5,000만원?투자인원492명"
제1085차 남양주 와부읍 덕소아이파크 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원96명"
제1084차 남양주시 호평동 공동주택 신축사업#1순위,수익률(연)11.9%?투자기간11개월?등급A3?모집금액4억원?투자인원644명
제1083차 인천 주안역 해경스테이 4차 신축사업 6차#1순위,"수익률(연)12.06%?투자기간8개월?등급B1?모집금액2억5,000만원?투자인원363명"
제1082차 인천 주안동 생활형숙박시설 신축사업 5차#1순위,수익률(연)12.56%?투자기간7개월?등급B2?모집금액3억원?투자인원509명
제1080차 합천아파트 신축사업 22차#1순위,수익률(연)12.98%?투자기간8개월?등급B2?모집금액3억원?투자인원444명
제1078차 제주 신화월드 인근 공동주택 신축사업 14차#1순위,수익률(연)12.21%?투자기간9개월?등급B1?모집금액1억원?투자인원114명
제1077차 양천 신정동 푸른마을4단지 담보대출 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억4,000만원?투자인원209명"
제1076차 안양 평촌동 초원세경아파트 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액9,000만원?투자인원184명"
제1074차 서울 동선동 5가 다세대 신축사업 8차#2순위,"수익률(연)15%?투자기간10개월?등급D2?모집금액1억5,000만원?투자인원165명"
제1071차 동대문 답십리동 신답경남아파트 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액1억5,000만원?투자인원232명"
제1068차 이천 신둔도예촌역 인근 다세대 신축사업 2순위#2순위,"수익률(연)16%?투자기간10개월?등급D2?모집금액4억5,000만원?투자인원615명"
제1066차 강서 마곡동 마곡엠벨리 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액8,000만원?투자인원129명"
제1065차 제주 신화월드 인근 공동주택 신축사업 13차#1순위,수익률(연)12.21%?투자기간9개월?등급B1?모집금액8억원?투자인원965명
제1064차 캠프 험프리 미군 렌탈하우스C 신축사업 15차#1순위,수익률(연)13.1%?투자기간5개월?등급C1?모집금액1억원?투자인원145명
제1063차 용인 메종 포레스트 타운하우스 A 신축 10차#1순위 #법인전용상품,"수익률(연)12.56%?투자기간4개월?등급B2?모집금액5억8,000만원?투자인원9명"
제1061차 제주 아라일동 다세대 신축공사 4차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액3억5,000만원?투자인원324명"
제1060차 용인 메종 포레스트 타운하우스 C 신축 11차#1순위,수익률(연)12.42%?투자기간4개월?등급B2?모집금액2억원?투자인원258명
제1059차 용인 메종 포레스트 타운하우스 D 신축 9차#1순위,"수익률(연)12.42%?투자기간4개월?등급B2?모집금액2억1,200만원?투자인원286명"
제1058차 용인 메종 포레스트 타운하우스 D 신축 8차#1순위 #법인전용상품,"수익률(연)12.42%?투자기간4개월?등급B2?모집금액8,800만원?투자인원5명"
제1057차 용인 메종 포레스트 타운하우스 B 신축 12차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간4개월?등급B3?모집금액5,000만원?투자인원1명"
제1055차 강남 개포동 대치아파트 담보대출#1순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액1억5,000만원?투자인원170명"
제1053차 가평 조종초등학교 인근 리버빌 2차 신축사업 13차#1순위,수익률(연)13%?투자기간7개월?등급B3?모집금액2억원?투자인원220명
제1052차 캠프 험프리 미군 렌탈하우스B 신축사업 16차#1순위,수익률(연)13.3%?투자기간4개월?등급C1?모집금액2억원?투자인원245명
제1051차 캠프 험프리 미군 렌탈하우스A 신축사업 17차#1순위,수익률(연)13.1%?투자기간3개월?등급C1?모집금액1억원?투자인원123명
제1050차 가평 맹호부대 인근 다세대주택 신축사업 17차#1순위,"수익률(연)12.91%?투자기간5개월?등급B3?모집금액5,000만원?투자인원66명"
제1049차 해운대구 우동 두산위브더제니스 담보대출#2순위,"수익률(연)9%?투자기간12개월?등급A3?모집금액1억7,000만원?투자인원213명"
제1046차 성북 길음동 길음뉴타운 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액5,000만원?투자인원87명"
제1045차 대전 호동 다가구 신축사업 4차#2순위,"수익률(연)16%?투자기간9개월?등급D3?모집금액1억2,000만원?투자인원104명"
제1044차 이천 신둔도예촌역 인근 다세대 신축사업 8차#1순위,"수익률(연)14%?투자기간6개월?등급B2?모집금액1억7,000만원?투자인원192명"
제1043차 구로 구로동 일신건영아파트 담보대출#2순위,"수익률(연)9.5%?투자기간12개월?등급A3?모집금액1억2,500만원?투자인원143명"
제1042차 양평역 인근 다세대 신축사업 3차#1순위,"수익률(연)13%?투자기간8개월?등급C1?모집금액2억5,000만원?투자인원512명"
제1040차 수원 북수동 상가주택 신축사업A#2순위,수익률(연)15%?투자기간10개월?등급D2?모집금액2억원?투자인원233명
제1039차 광진 자양동 트라팰리스 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액5,000만원?투자인원117명"
제1034차 가평군청 인근 다세대 신축사업 3차#1순위,"수익률(연)12.5%?투자기간8개월?등급B2?모집금액2억5,000만원?투자인원466명"
제1033차 오산 부산동 오산시티자이2단지 담보대출#2순위,"수익률(연)9.5%?투자기간12개월?등급A3?모집금액5,000만원?투자인원125명"
제1032차 송파 신천동 파크리오 담보대출#2순위,"수익률(연)9%?투자기간12개월?등급A2?모집금액2억8,000만원?투자인원450명"
제1031차 수원 이의동 광교e편한세상 아파트 담보대출#1순위,수익률(연)9%?투자기간12개월?등급A2?모집금액1억원?투자인원160명
제1030차 강남 세곡동 다세대 신축사업 8차#1순위,"수익률(연)11.7%?투자기간2개월?등급A3?모집금액3,200만원?투자인원60명"
제1029차 대구 범어동 범어월드메르디앙웨스턴카운티 담보대출#2순위,"수익률(연)8%?투자기간12개월?등급A2?모집금액1억5,000만원?투자인원325명"
제1028차 진안군청 인근 연립주택 신축사업 4차#1순위,수익률(연)12.28%?투자기간10개월?등급B1?모집금액2억원?투자인원356명
제1027차 청라국제도시 근린생활시설 신축사업 5차#2순위 #법인전용상품,"수익률(연)15%?투자기간9개월?등급D2?모집금액2억6,500만원?투자인원6명"
제1026차 청라국제도시 근린생활시설 신축사업 4차#2순위,"수익률(연)15%?투자기간9개월?등급D2?모집금액4억3,500만원?투자인원647명"
제1025차 인천 용현동 오피스텔 및 근린상가 신축사업 8차#1순위,"수익률(연)12%?투자기간11개월?등급B1?모집금액4억5,000만원?투자인원738명"
제1023차 가평 맹호부대 인근 다세대주택 신축사업 16차#1순위,"수익률(연)12.91%?투자기간6개월?등급B3?모집금액3억5,000만원?투자인원616명"
제1022차 동작 신대방동 우성파크빌라 담보대출#2순위,수익률(연)9.3%?투자기간12개월?등급A2?모집금액1억원?투자인원187명
제1018차 서울 잠원동 보미리전빌 담보대출#2순위,수익률(연)8.5%?투자기간12개월?등급A1?모집금액1억원?투자인원161명
제1009차 제주 올레시장 생활형숙박시설 신축사업 8차#1순위,수익률(연)12.49%?투자기간9개월?등급B2?모집금액1억원?투자인원194명
제1008차 진안군청 인근 연립주택 신축사업 3차#1순위,"수익률(연)12.28%?투자기간10개월?등급B1?모집금액1억5,000만원?투자인원248명"
제1007차 가평 조종초등학교 인근 리버빌 2차 신축사업 12차#1순위,"수익률(연)13%?투자기간8개월?등급B3?모집금액2억5,000만원?투자인원502명"
제1006차 합천아파트 신축사업 21차#1순위,수익률(연)12.98%?투자기간9개월?등급B2?모집금액2억원?투자인원399명
제1005차 제주 올레시장 생활형숙박시설 신축사업 7차#1순위,수익률(연)12.49%?투자기간9개월?등급B2?모집금액4억원?투자인원750명
제1004차 이천 신둔도예촌역 인근 다세대 신축사업 7차#1순위,수익률(연)14%?투자기간7개월?등급B2?모집금액1억원?투자인원155명
제1002차 서울 봉천동 두산아파트 담보대출#2순위,"수익률(연)9%?투자기간12개월?등급A2?모집금액1억3,000만원?투자인원253명"
제1000차 진안군청 인근 연립주택 신축사업 2차#1순위,"수익률(연)12.28%?투자기간10개월?등급B1?모집금액10억원?투자인원1,829명"
제998차 서울 용산동 다가구주택 담보대출#2순위,"수익률(연)9.5%?투자기간12개월?등급A3?모집금액7,000만원?투자인원134명"
제997차 하남 덕풍동 풍산아이파크 아파트 담보대출#3순위,"수익률(연)9.5%?투자기간12개월?등급A3?모집금액3,500만원?투자인원13명"
제996차 이천 창전동 오피스텔 신축사업 34차#1순위,"수익률(연)13%?투자기간9개월?등급C1?모집금액8억원?투자인원1,670명"
제995차 용인 메종 포레스트 타운하우스 C 신축 10차#1순위,수익률(연)12.42%?투자기간5개월?등급B2?모집금액2억원?투자인원354명
제994차 용인 메종 포레스트 타운하우스 B 신축 11차#1순위,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액1억3,000만원?투자인원233명"
제993차 용인 메종 포레스트 타운하우스 B 신축 10차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액7,000만원?투자인원1명"
제992차 강남 대치동 삼성래미안 아파트 담보대출#3순위,"수익률(연)9%?투자기간12개월?등급A2?모집금액5,000만원?투자인원102명"
제991차 진안군청 인근 연립주택 신축사업 1차#1순위,"수익률(연)12.28%?투자기간10개월?등급B1?모집금액10억원?투자인원2,138명"
제990차 용인 메종 포레스트 타운하우스 A 신축 9차#1순위,수익률(연)12.56%?투자기간5개월?등급B2?모집금액4억원?투자인원566명
제989차 용인 메종 포레스트 타운하우스 D 신축 7차#1순위,"수익률(연)12.42%?투자기간5개월?등급B2?모집금액1억5,000만원?투자인원272명"
제987차 구로 신도림동 e편한세상 담보대출 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원155명
제982차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 2차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액3억3,500만원?투자인원7명"
제980차 서울 진관동 은평뉴타운제각말 푸르지오 아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원122명"
제978차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 1차#1순위,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액10억4,500만원?투자인원1,870명"
제977차 인천 주안역 해경스테이 4차 신축사업 5차#1순위,수익률(연)12.06%?투자기간10개월?등급B1?모집금액2억원?투자인원413명
제976차 인천 주안동 생활형숙박시설 신축사업 4차#1순위,수익률(연)12.56%?투자기간9개월?등급B2?모집금액2억원?투자인원412명
제975차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱#1순위,"수익률(연)12.56%?투자기간6개월?등급B2?모집금액16억2,000만원?투자인원2,457명"
제974차 대전 호동 다가구 신축사업 3차#2순위,수익률(연)16%?투자기간10개월?등급D3?모집금액1억원?투자인원156명
제973차 서울 흑석동 단독주택 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액8,000만원?투자인원171명"
제972차 서울 청담동 현대빌라 담보대출 3차#1순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액5억7,000만원?투자인원1,128명"
제971차 서울 청담동 현대빌라 담보대출 2차#1순위 #법인전용상품,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액2억3,000만원?투자인원3명"
제970차 양평 양수리 다세대주택 신축사업 2순위#2순위,"수익률(연)15%?투자기간12개월?등급D2?모집금액2억3,000만원?투자인원476명"
제969차 캠프 험프리 미군 렌탈하우스B 신축사업 15차#1순위,수익률(연)13.3%?투자기간5개월?등급C1?모집금액1억원?투자인원158명
제968차 서울 청담동 현대빌라 담보대출#1순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액10억원?투자인원1,685명"
제967차 가평 맹호부대 인근 다세대주택 신축사업 15차#1순위,"수익률(연)12.91%?투자기간6개월?등급B3?모집금액3억5,000만원?투자인원609명"
제966차 서귀포 산방산 타운하우스 신축사업 3차#1순위,"수익률(연)12.77%?투자기간11개월?등급B3?모집금액6억원?투자인원1,002명"
제963차 캠프 험프리 미군 렌탈하우스A 신축사업 16차#1순위,수익률(연)13.1%?투자기간5개월?등급C1?모집금액1억원?투자인원69명
제962차 서울 이촌동 삼성리버스위트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액5억6,000만원?투자인원870명"
제961차 서울 이촌동 삼성리버스위트 담보대출#1순위 #법인전용상품,수익률(연)8%?투자기간6개월?등급A1?모집금액7억원?투자인원1명
제960차 서귀포 산방산 타운하우스 신축사업 2차#1순위,"수익률(연)12.77%?투자기간11개월?등급B3?모집금액6억원?투자인원1,122명"
제959차 캠프 험프리 미군 렌탈하우스C 신축사업 14차#1순위,수익률(연)13.1%?투자기간6개월?등급C1?모집금액1억원?투자인원128명
제958차 서울 동선동 5가 다세대 신축사업 7차#2순위,"수익률(연)15%?투자기간12개월?등급D2?모집금액2억5,000만원?투자인원403명"
제955차 양평역 인근 다세대 신축사업 2차#1순위,"수익률(연)13%?투자기간9개월?등급C1?모집금액2억5,000만원?투자인원432명"
제953차 강서 염창동 길훈아파트 담보대출#1순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액3억5,000만원?투자인원591명"
제952차 청라국제도시 근린생활시설 신축사업 3차#2순위,수익률(연)15%?투자기간10개월?등급D2?모집금액5억원?투자인원710명
제951차 인천 용현동 오피스텔 및 근린상가 신축사업 7차#1순위,수익률(연)12%?투자기간12개월?등급B1?모집금액5억원?투자인원805명
제950차 송파 방이동 인택파크랜드아파트 담보대출#2순위,수익률(연)9%?투자기간12개월?등급A2?모집금액1억원?투자인원194명
제948차 제주 아라일동 다세대 신축공사 3차#2순위,수익률(연)15%?투자기간9개월?등급D2?모집금액5억원?투자인원918명
제947차 제주시내 근교 다세대 신축사업 12차#1순위,수익률(연)12.9%?투자기간5개월?등급B2?모집금액4억원?투자인원645명
제946차 수원 북수동 상가주택 신축사업B 1차#2순위,수익률(연)15%?투자기간10개월?등급D2?모집금액4억원?투자인원525명
제945차 양천 목동 트라팰리스웨스턴에비뉴아파트 담보대출#2순위,수익률(연)8%?투자기간6개월?등급A1?모집금액3억원?투자인원503명
제944차 중구 황학동 롯데캐슬베네치아아파트 담보대출#2순위,수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억원?투자인원155명
제943차 강남 개포동 대치아파트 담보대출 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억7,000만원?투자인원252명"
제941차 가평군청 인근 다세대 신축사업 2차#1순위,"수익률(연)12.5%?투자기간9개월?등급B2?모집금액4억5,000만원?투자인원741명"
제939차 제주 신화월드 인근 공동주택 신축사업 12차#1순위 #법인전용상품,"수익률(연)12.21%?투자기간11개월?등급B1?모집금액10억2,282만원?투자인원2명"
제938차 안산 본오동 상림우성아파트 담보대출#1순위,수익률(연)9%?투자기간12개월?등급A2?모집금액2억원?투자인원161명
제935차 성남 서현동 한양아파트 담보대출#3순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원52명"
제933차 의정부 신곡동 드림밸리아파트 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액2억4,000만원?투자인원379명"
제932차 성동 송정동 건영아파트 담보대출#2순위,"수익률(연)8%?투자기간6개월?등급A1?모집금액1억2,000만원?투자인원209명"
제930차 대구 범물동 범물우방미진아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액2억원?투자인원270명
제926차 가평군청 인근 다세대 신축사업 1차#1순위,"수익률(연)12.5%?투자기간9개월?등급B2?모집금액7억2,000만원?투자인원1,206명"
제925차 강남 세곡동 다세대 신축사업 7차#1순위,"수익률(연)11.7%?투자기간4개월?등급A3?모집금액5,000만원?투자인원64명"
제924차 하남 학암동 엠코타운센트로엘아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억5,000만원?투자인원167명"
제923차 청라국제도시 근린생활시설 신축사업 2차#2순위 #법인전용상품,"수익률(연)15%?투자기간10개월?등급D2?모집금액3억6,200만원?투자인원9명"
제922차 청라국제도시 근린생활시설 신축사업#2순위,"수익률(연)15%?투자기간10개월?등급D2?모집금액27억원?투자인원2,343명"
제921차 마포 아현동 아현아이파크아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액2억3,000만원?투자인원365명"
제920차 양평역 인근 다세대 신축사업 1차#1순위,수익률(연)13%?투자기간9개월?등급C1?모집금액3억원?투자인원490명
제918차 인천 송도동 송도풍림아이원아파트 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액3억2,500만원?투자인원488명"
제919차 서귀포 산방산 타운하우스 신축사업#1순위 #법인전용상품,수익률(연)12.77%?투자기간11개월?등급B3?모집금액39억10만원?투자인원2명
제917차 성남 창곡동 위례센트럴푸르지오 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액2억5,000만원?투자인원423명"
제916차 제주 올레시장 생활형숙박시설 신축사업 6차#1순위,"수익률(연)12.49%?투자기간9개월?등급B2?모집금액7억5,000만원?투자인원1,067명"
제915차 송파 신천동 현대타워아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억3,000만원?투자인원200명"
제914차 고양 덕이동 일산하이파크시티4단지 파밀리에 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원189명"
제913차 인천 용현동 오피스텔 및 근린상가 신축사업 6차#1순위,수익률(연)12%?투자기간12개월?등급B1?모집금액2억원?투자인원360명
제912차 가평 조종초등학교 인근 리버빌 2차 신축사업 11차#1순위,수익률(연)13%?투자기간9개월?등급B3?모집금액1억원?투자인원189명
제911차 합천아파트 신축사업 20차#1순위,수익률(연)12.98%?투자기간10개월?등급B2?모집금액1억원?투자인원226명
제910차 일산 고양국제고 인근 다세대C 리파이낸싱#1순위,"수익률(연)12.21%?투자기간3개월?등급B1?모집금액12억9,000만원?투자인원1,721명"
제908차 서초 내곡동 서초포레스타 아파트 담보대출#2순위,수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억원?투자인원108명
제907차 노원 상계동 휴플러스수락한신아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액8,000만원?투자인원145명"
제906차 성남 야탑동 매화마을 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원113명"
