x1,x2
제708차 용인 동천동 다세대주택 신축사업 5차#1순위,수익률(연)12.63%?투자기간10개월?등급B2?모집금액2억원?투자인원329명
제707차 송파 잠실동 주공아파트5단지 담보대출#2순위,수익률(연)8.5%?투자기간6개월?등급A1?모집금액3억원?투자인원509명
제706차 합천아파트 신축사업 12차#1순위,수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원181명
제705차 용인 메종 포레스트 타운하우스 B 신축 7차#1순위,수익률(연)12.84%?투자기간5개월?등급B3?모집금액4억원?투자인원693명
제704차 용인 메종 포레스트 타운하우스 A 신축 6차#1순위,수익률(연)12.56%?투자기간5개월?등급B2?모집금액4억원?투자인원691명
제703차 인천 송도동 더샵그린워크2차아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액8,000만원?투자인원112명"
제702차 이천 창전동 오피스텔 신축사업 12차#1순위,수익률(연)13%?투자기간12개월?등급C1?모집금액1억원?투자인원183명
제701차 서산 테크노밸리 근린생활시설 신축사업 14차#1순위,수익률(연)14.5%?투자기간14개월?등급C3?모집금액1억원?투자인원206명
제700차 강남 삼성동 삼성동지웰 빌라트 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액7억2,000만원?투자인원1,155명"
제699차 서초 우면동 코오롱아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원121명
제698차 합천아파트 신축사업 11차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원88명"
제696차 서산 테크노밸리 근린생활시설 신축사업 13차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액8,000만원?투자인원139명"
제695차 합천아파트 신축사업 10차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원108명"
제694차 이천 창전동 오피스텔 신축사업 11차#1순위,"수익률(연)13%?투자기간12개월?등급C1?모집금액5,000만원?투자인원120명"
제693차 성남 창곡동 위례자연앤센트럴자이아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원212명
제692차 서초 잠원동 블루힐하우스아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액2억원?투자인원426명
제691차 강남 청담동 공동주택 신축사업 5차#1순위 #법인전용상품,수익률(연)11.7%?투자기간7개월?등급A3?모집금액2억원?투자인원1명
제690차 합천아파트 신축사업 9차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원82명"
제689차 아산 유신빌딩 2순위 담보대출 14차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원76명"
제688차 이천 창전동 오피스텔 신축사업 10차#1순위,수익률(연)13%?투자기간12개월?등급C1?모집금액1억원?투자인원211명
제687차 용인 메종 포레스트 타운하우스 C 신축 7차#1순위,수익률(연)12.42%?투자기간8개월?등급B2?모집금액4억원?투자인원695명
제686차 용인 죽전동 죽전힐스테이트4차1단지아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억3,500만원?투자인원339명"
제685차 서초 서초동 로얄파크 빌라트담보대출#2순위,수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억원?투자인원248명
제684차 서산 테크노밸리 근린생활시설 신축사업 12차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원83명"
제683차 용인 메종 포레스트 타운하우스 D 신축 4차#1순위,수익률(연)12.42%?투자기간8개월?등급B2?모집금액4억원?투자인원667명
제682차 서산 테크노밸리 근린생활시설 신축사업 11차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원114명"
제681차 제주 용수리 타운하우스 신축사업 5차#1순위,수익률(연)13.5%?투자기간11개월?등급B2?모집금액3억원?투자인원532명
제680차 용산 청파동 백산빌라 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액3억5,000만원?투자인원711명"
제679차 부산 우동 해운대한신휴플러스아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원196명"
제678차 합천아파트 신축사업 8차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원122명"
제677차 수원 정자동 동신아파트 담보대출#1순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억3,500만원?투자인원247명"
제676차 서산 테크노밸리 근린생활시설 신축사업 10차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원116명"
제675차 이천 신둔도예촌역 인근 다세대 신축사업 4차#1순위,수익률(연)14%?투자기간10개월?등급B2?모집금액3억원?투자인원568명
제674차 합천아파트 신축사업 7차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원88명"
제672차 부산 사직동 사직롯데캐슬더클래식아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원279명"
제671차 제주시내 근교 다세대 신축사업 10차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원376명
제670차 서귀포혁신도시 인근 연립 신축사업 2순위 3차#2순위,"수익률(연)15.8%?투자기간6개월?등급D2?모집금액1억5,000만원?투자인원283명"
제669차 캠프 험프리 미군 렌탈하우스A 신축사업 11차#1순위,수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억원?투자인원205명
제668차 아산 유신빌딩 2순위 담보대출 13차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원105명"
제667차 캠프 험프리 미군 렌탈하우스C 신축사업 9차#1순위,수익률(연)13.1%?투자기간9개월?등급C1?모집금액3억원?투자인원461명
제666차 캠프 험프리 미군 렌탈하우스B 신축사업 13차#1순위,수익률(연)13.3%?투자기간8개월?등급C1?모집금액3억원?투자인원562명
제665차 마포 대흥동 마포자이2차아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원177명"
제664차 서산 테크노밸리 근린생활시설 신축사업 9차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원81명"
제663차 가평 조종초등학교 인근 리버빌2차 신축사업 4차#1순위,수익률(연)13%?투자기간11개월?등급B3?모집금액2억원?투자인원363명
제662차 합천아파트 신축사업 6차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원126명"
제661차 용인 메종 포레스트 타운하우스 C 신축 6차#1순위,"수익률(연)12.42%?투자기간9개월?등급B2?모집금액5,000만원?투자인원96명"
제660차 강남 세곡동 다세대 신축사업 6차#1순위,수익률(연)11.7%?투자기간6개월?등급A3?모집금액3억원?투자인원386명
제658차 서산 테크노밸리 근린생활시설 신축사업 8차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원117명"
제657차 서귀포혁신도시 인근 연립 신축사업 2순위 2차#2순위,수익률(연)15.8%?투자기간6개월?등급D2?모집금액2억원?투자인원333명
제656차 제주시내 근교 다세대 신축사업 9차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원328명
제655차 합천아파트 신축사업 5차#1순위,"수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원140명"
제654차 서산 테크노밸리 근린생활시설 신축사업 7차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원127명"
제653차 대전 호동 다가구 신축사업#2순위,수익률(연)16%?투자기간13개월?등급D3?모집금액1억원?투자인원224명
제652차 캠프 험프리 미군 렌탈하우스B 신축사업 12차#1순위,"수익률(연)13.3%?투자기간8개월?등급C1?모집금액5,000만원?투자인원104명"
제651차 고양 신원동 신원마을호반베르디움아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원218명"
제649차 용인 메종 포레스트 타운하우스 C 신축 5차#1순위,"수익률(연)12.42%?투자기간9개월?등급B2?모집금액5,000만원?투자인원102명"
제648차 송파 잠실동 트리지움아파트 담보대출#2순위,수익률(연)9.5%?투자기간6개월?등급A3?모집금액4억원?투자인원520명
제647차 서귀포혁신도시 인근 연립 신축사업 2순위#2순위,"수익률(연)15.8%?투자기간6개월?등급D2?모집금액5,000만원?투자인원100명"
제646차 가평 맹호부대 인근 다세대주택 신축사업 10차#1순위,"수익률(연)12.91%?투자기간10개월?등급B3?모집금액5,000만원?투자인원143명"
제645차 합천아파트 신축사업 4차#1순위,수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원255명
제644차 인천 송도동 송도더샵마스터뷰아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원115명
제643차 가평 조종초등학교 인근 리버빌2차 신축사업 3차#1순위,수익률(연)13%?투자기간12개월?등급B3?모집금액1억원?투자인원294명
제642차 제주시내 근교 다세대 신축사업 8차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원369명
제641차 용인 메종 포레스트 타운하우스 C 신축 4차#1순위,수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원429명
제639차 서산 테크노밸리 근린생활시설 신축사업 6차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원103명"
제638차 동작 사당동 극동아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원92명"
제637차 가평 맹호부대 인근 다세대주택 신축사업 9차#1순위,수익률(연)12.91%?투자기간10개월?등급B3?모집금액2억원?투자인원444명
제636차 서산 테크노밸리 근린생활시설 신축사업 5차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원122명"
제635차 아산 유신빌딩 2순위 담보대출 12차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원134명"
제634차 합천아파트 신축사업 3차#1순위,수익률(연)12.98%?투자기간12개월?등급B2?모집금액2억원?투자인원390명
제633차 캠프 험프리 미군 렌탈하우스A 신축사업 10차#1순위,수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억원?투자인원192명
제632차 과천 문원동 다가구 신축사업 3차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액5,000만원?투자인원90명"
제631차 서산 테크노밸리 근린생활시설 신축사업 4차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원93명"
제630차 평택 국가산업단지 인근 다세대 신축사업 7차#1순위,수익률(연)12.77%?투자기간8개월?등급B3?모집금액2억원?투자인원355명
제629차 캠프 험프리 미군 렌탈하우스C 신축사업 8차#1순위,수익률(연)13.1%?투자기간10개월?등급C1?모집금액1억원?투자인원149명
제628차 아산 유신빌딩 2순위 담보대출 11차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원84명"
제627차 용인 메종 포레스트 타운하우스 C 신축 3차#1순위,수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원378명
제626차 용인 메종 포레스트 타운하우스 D 신축 3차#1순위,수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원410명
제624차 용산 이촌동 현대한강아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액2억5,000만원?투자인원263명"
제623차 서산 테크노밸리 근린생활시설 신축사업 3차#1순위,"수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원109명"
제622차 캠프 험프리 미군 렌탈하우스B 신축사업 11차#1순위,수익률(연)13.3%?투자기간8개월?등급C1?모집금액1억원?투자인원181명
제621차 인천 주안동 생활형숙박시설 신축사업 2차#1순위,수익률(연)12.56%?투자기간12개월?등급B2?모집금액2억원?투자인원331명
제620차 용인 메종 포레스트 타운하우스 A 신축 5차#1순위,수익률(연)12.56%?투자기간5개월?등급B2?모집금액2억원?투자인원386명
제619차 합천아파트 신축사업 2차#1순위,수익률(연)12.98%?투자기간13개월?등급B2?모집금액2억원?투자인원418명
제618차 송파 가락동 프라자아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원50명"
제617차 강남 역삼동 일건빌라 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원233명"
제616차 송파 잠실동 리센츠아파트 담보대출#2순위,수익률(연)8%?투자기간6개월?등급A1?모집금액2억원?투자인원202명
제615차 노원 하계동 현대아파트 담보대출#3순위,수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억원?투자인원175명
제614차 강동 암사동 프라이어팰리스아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억5,000만원?투자인원193명"
제613차 아산 유신빌딩 2순위 담보대출 10차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액4,000만원?투자인원92명"
제612차 캠프 험프리 미군 렌탈하우스A 신축사업 9차#1순위,"수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원276명"
제610차 제주시내 근교 다세대 신축사업 7차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원443명
제611차 과천 문원동 다가구 신축사업 2차#2순위,수익률(연)15%?투자기간8개월?등급D2?모집금액1억원?투자인원162명
제609차 강동 둔촌동 신성둔촌미소지움아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액3억원?투자인원357명
제608차 용인 메종 포레스트 타운하우스 B 신축 6차#1순위,수익률(연)12.84%?투자기간5개월?등급B3?모집금액5억원?투자인원801명
제607차 양평 양수리 다세대주택 신축 7차#1순위,"수익률(연)12.98%?투자기간8개월?등급B3?모집금액2억9,000만원?투자인원671명"
제606차 합천아파트 신축사업#1순위,수익률(연)12.98%?투자기간13개월?등급B2?모집금액2억원?투자인원471명
제605차 서귀포혁신도시 인근 연립 신축 14차#1순위,수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억원?투자인원530명
제604차 서산 테크노밸리 근린생활시설 신축사업 2차#1순위,수익률(연)14.5%?투자기간14개월?등급C3?모집금액2억원?투자인원265명
제603차 캠프 험프리 미군 렌탈하우스C 신축사업 7차#1순위,수익률(연)13.1%?투자기간10개월?등급C1?모집금액2억원?투자인원279명
제602차 서귀포혁신도시 인근 연립 신축 13차#1순위,수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억원?투자인원563명
제601차 하남 덕풍동 하남풍산아이파크아파트 담보대출#1순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액9,000만원?투자인원80명"
제600차 성동 금호동 금호자이1차아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원119명
제599차 제주시내 근교 다세대 신축사업 6차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액4억원?투자인원490명
제598차 인천 주안역 해경스테이 4차 신축사업 2차#1순위,수익률(연)12.06%?투자기간13개월?등급B1?모집금액2억원?투자인원378명
제597차 서산 테크노밸리 근린생활시설 신축사업#1순위,"수익률(연)14.5%?투자기간15개월?등급C3?모집금액1억5,000만원?투자인원307명"
제596차 캠프 험프리 미군 렌탈하우스A 신축사업 8차#1순위,"수익률(연)13.1%?투자기간8개월?등급C1?모집금액5,000만원?투자인원128명"
제595차 캠프 험프리 미군 렌탈하우스B 신축사업 10차#1순위,"수익률(연)13.3%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원312명"
제594차 영등포 당산동 당산현대5차아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A1?모집금액2억5,000만원?투자인원287명"
제592차 아산 유신빌딩 2순위 담보대출 9차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액3,000만원?투자인원78명"
제591차 인천 주안역 해경스테이 4차 신축사업#1순위,"수익률(연)12.06%?투자기간14개월?등급B1?모집금액3억5,000만원?투자인원641명"
제590차 종로 무악동 무악현대아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원66명"
제589차 청도B 한국쏠라 4호 태양광발전소 신축사업 3차#1순위,"수익률(연)12.5%?투자기간6개월?등급B2?모집금액5억2,000만원?투자인원743명"
제586차 아산 유신빌딩 2순위 담보대출 8차#2순위,"수익률(연)13.5%?투자기간7개월?등급C2?모집금액4,000만원?투자인원62명"
제585차 제주시내 근교 다세대 신축사업 5차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원337명
제584차 제주시내 근교 다세대 신축사업 4차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원336명
제582차 아산 유신빌딩 2순위 담보대출 7차#2순위,"수익률(연)13.5%?투자기간8개월?등급C2?모집금액2,000만원?투자인원14명"
제581차 청도A 제일태양광발전소 신축사업 3차#1순위,수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원530명
제580차 분당 금곡동 청솔마을아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원168명
제579차 아산 유신빌딩 2순위 담보대출 6차#2순위,"수익률(연)13.5%?투자기간8개월?등급C2?모집금액2,000만원?투자인원17명"
제575차 영등포 여의도동 시범아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액3억8,000만원?투자인원478명"
제574차 캠프 험프리 미군 렌탈하우스A 신축사업 7차#1순위,"수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원232명"
제573차 제주 용수리 타운하우스 신축사업 4차#1순위,수익률(연)13.5%?투자기간12개월?등급B2?모집금액2억원?투자인원298명
제572차 양천 신정동 목동신시가지아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원274명"
제571차 아산 유신빌딩 2순위 담보대출 5차#2순위,"수익률(연)13.5%?투자기간8개월?등급C2?모집금액4,000만원?투자인원71명"
제570차 제주시내 근교 다세대 신축사업 3차#1순위,수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원402명
제569차 이천 신둔도예촌역 인근 다세대 신축사업 3차#1순위,수익률(연)14%?투자기간11개월?등급B2?모집금액3억원?투자인원558명
제568차 제주 올레시장 생활형숙박시설 신축사업 2차#1순위 #법인전용상품,수익률(연)12.49%?투자기간9개월?등급B2?모집금액5억원?투자인원1명
제567차 의왕 백운호수 인근 다세대주택 신축사업 4차#2순위,"수익률(연)15%?투자기간11개월?등급D2?모집금액1억5,000만원?투자인원259명"
제565차 가평 맹호부대 인근 다세대주택 신축사업 8차#1순위,"수익률(연)12.91%?투자기간10개월?등급B3?모집금액1억5,000만원?투자인원366명"
제563차 가평 조종초등학교 인근 리버빌2차 신축사업 2차#1순위,수익률(연)13%?투자기간12개월?등급B3?모집금액1억원?투자인원162명
제562차 제주시내 근교 다세대 신축사업 2차#1순위,"수익률(연)12.9%?투자기간8개월?등급B2?모집금액6억원?투자인원1,072명"
제560차 제주 올레시장 생활형숙박시설 신축사업#1순위,수익률(연)12.49%?투자기간9개월?등급B2?모집금액3억원?투자인원506명
제559차 의왕 백운호수 인근 다세대주택 신축사업 3차#2순위,수익률(연)15%?투자기간11개월?등급D2?모집금액1억원?투자인원177명
제558차 아산 유신빌딩 2순위 담보대출 4차#2순위,수익률(연)13.5%?투자기간8개월?등급C2?모집금액1억원?투자인원140명
제557차 청도B 한국쏠라 4호 태양광발전소 신축사업 2차#1순위,수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원631명
제555차 제주시내 근교 다세대 신축사업#1순위,"수익률(연)12.9%?투자기간9개월?등급B2?모집금액7억원?투자인원1,218명"
제554차 청도A 제일태양광발전소 신축사업 2차#1순위,"수익률(연)12.5%?투자기간6개월?등급B2?모집금액3억7,000만원?투자인원548명"
제554차 청도A 제일태양광발전소 신축사업 2차#1순위 #법인전용상품,"수익률(연)12.5%?투자기간6개월?등급B2?모집금액3,000만원?투자인원1명"
제552차 가평 조종초등학교 인근 리버빌2차 신축사업#1순위,수익률(연)13%?투자기간12개월?등급B3?모집금액2억원?투자인원468명
제551차 의왕 백운호수 인근 다세대주택 신축사업 2차#2순위,"수익률(연)15%?투자기간11개월?등급D2?모집금액1억5,000만원?투자인원154명"
제549차 서울 강북 수유동 공동주택 신축사업 5차#1순위,수익률(연)12.49%?투자기간11개월?등급B2?모집금액1억원?투자인원196명
제547차 제주 용수리 타운하우스 신축사업 3차#1순위,수익률(연)13.5%?투자기간12개월?등급B2?모집금액1억원?투자인원188명
제545차 의왕 백운호수 인근 다세대주택 신축사업#2순위,수익률(연)15%?투자기간11개월?등급D2?모집금액1억원?투자인원158명
제544차 제주 용수리 타운하우스 신축사업 2차#1순위,수익률(연)13.5%?투자기간12개월?등급B2?모집금액2억원?투자인원469명
제543차 일산 고양국제고 인근 다세대D 신축 3차#1순위,"수익률(연)12.21%?투자기간9개월?등급B1?모집금액2억7,000만원?투자인원486명"
제542차 캠프 험프리 미군 렌탈하우스C 신축사업 6차#1순위,"수익률(연)13.1%?투자기간10개월?등급C1?모집금액5,000만원?투자인원126명"
제541차 청도B 한국쏠라4호 태양광발전소 신축사업#1순위,수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원588명
제540차 서울 강북 수유동 공동주택 신축사업 4차#1순위,수익률(연)12.49%?투자기간11개월?등급B2?모집금액2억원?투자인원406명
제539차 서초 반포동 아크로리버파크아파트 담보대출#2순위,수익률(연)8.5%?투자기간6개월?등급A1?모집금액4억원?투자인원645명
제538차 청도A 제일태양광발전소 신축사업#1순위,수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원576명
제536차 아산 유신빌딩 2순위 담보대출 3차#2순위,"수익률(연)13.5%?투자기간8개월?등급C2?모집금액5,000만원?투자인원111명"
제535차 분당 수내동 푸른마을신성아파트 담보대출#2순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원158명
제534차 강남 청담동 공동주택 신축사업 4차#1순위 #법인전용상품,수익률(연)11.7%?투자기간7개월?등급A3?모집금액13억원?투자인원2명
제532차 가평 맹호부대 인근 다세대주택 신축사업 7차#1순위,"수익률(연)12.91%?투자기간11개월?등급B3?모집금액1억5,000만원?투자인원317명"
제531차 강남 세곡동 다세대 신축사업 5차#1순위,수익률(연)11.7%?투자기간7개월?등급A3?모집금액3억원?투자인원365명
제530차 세종 새롬동 새뜸마을1단지아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액7,000만원?투자인원173명"
제529차 구로 오류동 라인아파트 담보대출#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원262명"
제528차 아산 유신빌딩 2순위 담보대출 2차#2순위,수익률(연)13.5%?투자기간8개월?등급C2?모집금액2억원?투자인원299명
제527차 성남 분당 서현동 삼성한신아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억2,000만원?투자인원244명"
제526차 경기 광주 경안동 다세대 신축사업 3차#1순위,"수익률(연)12.56%?투자기간5개월?등급B2?모집금액1억2,000만원?투자인원281명"
제525차 강남 청담동 공동주택 신축사업 3차#1순위,"수익률(연)11.7%?투자기간7개월?등급A3?모집금액3억1,000만원?투자인원535명"
제524차 강남 청담동 공동주택 신축사업 2차#1순위 #법인전용상품,"수익률(연)11.7%?투자기간7개월?등급A3?모집금액4억9,000만원?투자인원6명"
제523차 가평 맹호부대 인근 다세대주택 신축사업 6차#1순위,수익률(연)12.91%?투자기간11개월?등급B3?모집금액2억원?투자인원362명
제522차 양평 양수리 다세대주택 신축 6차#1순위,수익률(연)12.98%?투자기간9개월?등급B3?모집금액3억원?투자인원542명
제521차 강서구 화곡동 우장산아이파크이편한세상 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원224명"
제520차 마포구 공덕동 마포한화꿈에그린아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억4,000만원?투자인원220명"
제519차 성남 분당구 서현동 한양아파트 담보대출#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억1,000만원?투자인원174명"
제517차 강남 청담동 공동주택 신축사업#1순위,"수익률(연)11.7%?투자기간7개월?등급A3?모집금액8억원?투자인원1,230명"
제516차 캠프 험프리 미군 렌탈하우스C 신축사업 5차#1순위,수익률(연)13.1%?투자기간11개월?등급C1?모집금액2억원?투자인원345명
제515차 캠프 험프리 미군 렌탈하우스B 신축사업 9차#1순위,수익률(연)13.3%?투자기간9개월?등급C1?모집금액3억원?투자인원467명
제514차 남양주시 와부읍 덕소아이파크 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원88명"
제513차 강남구 삼성동 롯데캐슬프레미어 담보대출#2순위,수익률(연)8.5%?투자기간6개월?등급A1?모집금액2억원?투자인원199명
제512차 영등포구 여의도동 미성아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5억3,000만원?투자인원560명"
제511차 아산 유신빌딩 2순위 담보대출#2순위,수익률(연)13.5%?투자기간8개월?등급C2?모집금액2억원?투자인원368명
제510차 캠프 험프리 미군 렌탈하우스A 신축사업 6차#1순위,수익률(연)13.1%?투자기간9개월?등급C1?모집금액3억원?투자인원446명
제509차 양평역 오피스텔 부지 담보대출 2차#1순위,수익률(연)12.91%?투자기간6개월?등급B3?모집금액6억원?투자인원951명
제508차 인천 주안동 생활형숙박시설 신축사업#1순위,수익률(연)12.56%?투자기간13개월?등급B2?모집금액6억원?투자인원781명
제507차 양평역 오피스텔 부지 담보대출#1순위,수익률(연)12.91%?투자기간6개월?등급B3?모집금액2억원?투자인원298명
제506차 용인 메종 포레스트 타운하우스 D 신축 2차#1순위,"수익률(연)12.42%?투자기간10개월?등급B2?모집금액1억1,000만원?투자인원209명"
제505차 과천 문원동 다가구 신축사업#2순위,수익률(연)15%?투자기간9개월?등급D2?모집금액2억원?투자인원346명
제504차 양천구 신정동 푸른마을4단지 아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억4,000만원?투자인원213명"
제503차 용인 메종 포레스트 타운하우스 C 신축 2차#1순위,"수익률(연)12.42%?투자기간10개월?등급B2?모집금액1억5,000만원?투자인원221명"
제502차 용인 메종 포레스트 타운하우스 B 신축 5차#1순위 #법인전용상품,수익률(연)12.84%?투자기간5개월?등급B3?모집금액2억원?투자인원1명
제501차 용인 메종 포레스트 타운하우스 A 신축 4차#1순위,"수익률(연)12.56%?투자기간5개월?등급B2?모집금액4억2,000만원?투자인원676명"
제500차 용인 메종 포레스트 타운하우스 B 신축 4차#1순위,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액1억8,000만원?투자인원268명"
제499차 캠프 험프리 미군 렌탈하우스C 신축사업 4차#1순위,수익률(연)13.1%?투자기간11개월?등급C1?모집금액3억원?투자인원516명
제498차 용인 메종 포레스트 타운하우스 D 신축#1순위 #법인전용상품,"수익률(연)12.42%?투자기간10개월?등급B2?모집금액11억3,902만원?투자인원1명"
제497차 용인 메종 포레스트 타운하우스 C 신축#1순위 #법인전용상품,"수익률(연)12.42%?투자기간10개월?등급B2?모집금액13억4,612만원?투자인원1명"
제496차 용인 메종 포레스트 타운하우스 A 신축 3차#1순위,"수익률(연)12.56%?투자기간5개월?등급B2?모집금액3억3,000만원?투자인원685명"
제495차 용인 메종 포레스트 타운하우스 B 신축 3차#1순위,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액3억7,000만원?투자인원706명"
제494차 용인 메종 포레스트 타운하우스 A 신축 2차#1순위 #법인전용상품,"수익률(연)12.56%?투자기간5개월?등급B2?모집금액7,000만원?투자인원1명"
제493차 용인 메종 포레스트 타운하우스 B 신축 2차#1순위 #법인전용상품,"수익률(연)12.84%?투자기간5개월?등급B3?모집금액3,000만원?투자인원1명"
