"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제976차 인천 주안동 생활형숙박시설 신축사업 4차#1순위","수익률(연)12.56%?투자기간9개월?등급B2?모집금액2억원?투자인원412명",976,"인천","주안동",1,4,12.56,9,"B2",20000,412,"상환완료"
"제975차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱#1순위","수익률(연)12.56%?투자기간6개월?등급B2?모집금액16억2,000만원?투자인원2,457명",975,"용인","메종",1,1,12.56,6,"B2",162000,2457,"상환완료"
"제974차 대전 호동 다가구 신축사업 3차#2순위","수익률(연)16%?투자기간10개월?등급D3?모집금액1억원?투자인원156명",974,"대전","호동",2,3,16,10,"D3",10000,156,"상환완료"
"제973차 서울 흑석동 단독주택 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액8,000만원?투자인원171명",973,"서울","흑석동",2,1,9,6,"A2",8000,171,"상환완료"
"제972차 서울 청담동 현대빌라 담보대출 3차#1순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액5억7,000만원?투자인원1,128명",972,"서울","청담동",1,3,8.5,6,"A1",57000,1128,"상환완료"
"제970차 양평 양수리 다세대주택 신축사업 2순위#2순위","수익률(연)15%?투자기간12개월?등급D2?모집금액2억3,000만원?투자인원476명",970,"양평","양수리",2,2,15,12,"D2",23000,476,"상환완료"
"제969차 캠프 험프리 미군 렌탈하우스B 신축사업 15차#1순위","수익률(연)13.3%?투자기간5개월?등급C1?모집금액1억원?투자인원158명",969,"캠프","험프리",1,15,13.3,5,"C1",10000,158,"상환완료"
"제968차 서울 청담동 현대빌라 담보대출#1순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액10억원?투자인원1,685명",968,"서울","청담동",1,1,8.5,6,"A1",1e+05,1685,"상환완료"
"제967차 가평 맹호부대 인근 다세대주택 신축사업 15차#1순위","수익률(연)12.91%?투자기간6개월?등급B3?모집금액3억5,000만원?투자인원609명",967,"가평","맹호부대",1,15,12.91,6,"B3",35000,609,"상환완료"
"제966차 서귀포 산방산 타운하우스 신축사업 3차#1순위","수익률(연)12.77%?투자기간11개월?등급B3?모집금액6억원?투자인원1,002명",966,"서귀포","산방산",1,3,12.77,11,"B3",60000,1002,"상환완료"
"제963차 캠프 험프리 미군 렌탈하우스A 신축사업 16차#1순위","수익률(연)13.1%?투자기간5개월?등급C1?모집금액1억원?투자인원69명",963,"캠프","험프리",1,16,13.1,5,"C1",10000,69,"상환완료"
"제962차 서울 이촌동 삼성리버스위트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액5억6,000만원?투자인원870명",962,"서울","이촌동",2,1,9.5,6,"A3",56000,870,"상환완료"
"제960차 서귀포 산방산 타운하우스 신축사업 2차#1순위","수익률(연)12.77%?투자기간11개월?등급B3?모집금액6억원?투자인원1,122명",960,"서귀포","산방산",1,2,12.77,11,"B3",60000,1122,"상환완료"
"제959차 캠프 험프리 미군 렌탈하우스C 신축사업 14차#1순위","수익률(연)13.1%?투자기간6개월?등급C1?모집금액1억원?투자인원128명",959,"캠프","험프리",1,14,13.1,6,"C1",10000,128,"상환완료"
"제958차 서울 동선동 5가 다세대 신축사업 7차#2순위","수익률(연)15%?투자기간12개월?등급D2?모집금액2억5,000만원?투자인원403명",958,"서울","동선동",2,7,15,12,"D2",25000,403,"상환완료"
"제955차 양평역 인근 다세대 신축사업 2차#1순위","수익률(연)13%?투자기간9개월?등급C1?모집금액2억5,000만원?투자인원432명",955,"양평역","인근",1,2,13,9,"C1",25000,432,"상환완료"
"제953차 강서 염창동 길훈아파트 담보대출#1순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액3억5,000만원?투자인원591명",953,"강서","염창동",1,1,9.5,6,"A3",35000,591,"상환완료"
"제952차 청라국제도시 근린생활시설 신축사업 3차#2순위","수익률(연)15%?투자기간10개월?등급D2?모집금액5억원?투자인원710명",952,"청라국제도시","근린생활시설",2,3,15,10,"D2",50000,710,"상환완료"
"제951차 인천 용현동 오피스텔 및 근린상가 신축사업 7차#1순위","수익률(연)12%?투자기간12개월?등급B1?모집금액5억원?투자인원805명",951,"인천","용현동",1,7,12,12,"B1",50000,805,"상환완료"
"제950차 송파 방이동 인택파크랜드아파트 담보대출#2순위","수익률(연)9%?투자기간12개월?등급A2?모집금액1억원?투자인원194명",950,"송파","방이동",2,1,9,12,"A2",10000,194,"상환완료"
"제948차 제주 아라일동 다세대 신축공사 3차#2순위","수익률(연)15%?투자기간9개월?등급D2?모집금액5억원?투자인원918명",948,"제주","아라일동",2,3,15,9,"D2",50000,918,"상환완료"
"제947차 제주시내 근교 다세대 신축사업 12차#1순위","수익률(연)12.9%?투자기간5개월?등급B2?모집금액4억원?투자인원645명",947,"제주시내","근교",1,12,12.9,5,"B2",40000,645,"상환완료"
"제946차 수원 북수동 상가주택 신축사업B 1차#2순위","수익률(연)15%?투자기간10개월?등급D2?모집금액4억원?투자인원525명",946,"수원","북수동",2,1,15,10,"D2",40000,525,"상환완료"
"제945차 양천 목동 트라팰리스웨스턴에비뉴아파트 담보대출#2순위","수익률(연)8%?투자기간6개월?등급A1?모집금액3억원?투자인원503명",945,"양천","목동",2,1,8,6,"A1",30000,503,"상환완료"
"제944차 중구 황학동 롯데캐슬베네치아아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억원?투자인원155명",944,"중구","황학동",2,1,8.5,6,"A1",10000,155,"상환완료"
"제943차 강남 개포동 대치아파트 담보대출 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억7,000만원?투자인원252명",943,"강남","개포동",2,1,9,6,"A2",17000,252,"상환완료"
"제941차 가평군청 인근 다세대 신축사업 2차#1순위","수익률(연)12.5%?투자기간9개월?등급B2?모집금액4억5,000만원?투자인원741명",941,"가평군청","인근",1,2,12.5,9,"B2",45000,741,"상환완료"
"제938차 안산 본오동 상림우성아파트 담보대출#1순위","수익률(연)9%?투자기간12개월?등급A2?모집금액2억원?투자인원161명",938,"안산","본오동",1,1,9,12,"A2",20000,161,"상환완료"
"제935차 성남 서현동 한양아파트 담보대출#3순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원52명",935,"성남","서현동",3,1,9.5,6,"A3",3000,52,"상환완료"
"제933차 의정부 신곡동 드림밸리아파트 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억4,000만원?투자인원379명",933,"의정부","신곡동",1,1,9,6,"A2",24000,379,"상환완료"
"제932차 성동 송정동 건영아파트 담보대출#2순위","수익률(연)8%?투자기간6개월?등급A1?모집금액1억2,000만원?투자인원209명",932,"성동","송정동",2,1,8,6,"A1",12000,209,"상환완료"
"제930차 대구 범물동 범물우방미진아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억원?투자인원270명",930,"대구","범물동",2,1,9,6,"A2",20000,270,"상환완료"
"제926차 가평군청 인근 다세대 신축사업 1차#1순위","수익률(연)12.5%?투자기간9개월?등급B2?모집금액7억2,000만원?투자인원1,206명",926,"가평군청","인근",1,1,12.5,9,"B2",72000,1206,"상환완료"
"제925차 강남 세곡동 다세대 신축사업 7차#1순위","수익률(연)11.7%?투자기간4개월?등급A3?모집금액5,000만원?투자인원64명",925,"강남","세곡동",1,7,11.7,4,"A3",5000,64,"상환완료"
"제924차 하남 학암동 엠코타운센트로엘아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억5,000만원?투자인원167명",924,"하남","학암동",2,1,8.5,6,"A1",15000,167,"상환완료"
"제922차 청라국제도시 근린생활시설 신축사업#2순위","수익률(연)15%?투자기간10개월?등급D2?모집금액27억원?투자인원2,343명",922,"청라국제도시","근린생활시설",2,1,15,10,"D2",27,2343,"상환완료"
"제921차 마포 아현동 아현아이파크아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억3,000만원?투자인원365명",921,"마포","아현동",2,1,9,6,"A2",23000,365,"상환완료"
"제920차 양평역 인근 다세대 신축사업 1차#1순위","수익률(연)13%?투자기간9개월?등급C1?모집금액3억원?투자인원490명",920,"양평역","인근",1,1,13,9,"C1",30000,490,"상환완료"
"제918차 인천 송도동 송도풍림아이원아파트 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액3억2,500만원?투자인원488명",918,"인천","송도동",1,1,9,6,"A2",32500,488,"상환완료"
"제917차 성남 창곡동 위례센트럴푸르지오 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억5,000만원?투자인원423명",917,"성남","창곡동",2,1,9,6,"A2",25000,423,"상환완료"
"제916차 제주 올레시장 생활형숙박시설 신축사업 6차#1순위","수익률(연)12.49%?투자기간9개월?등급B2?모집금액7억5,000만원?투자인원1,067명",916,"제주","올레시장",1,6,12.49,9,"B2",75000,1067,"상환완료"
"제915차 송파 신천동 현대타워아파트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억3,000만원?투자인원200명",915,"송파","신천동",2,1,9.5,6,"A3",13000,200,"상환완료"
"제914차 고양 덕이동 일산하이파크시티4단지 파밀리에 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원189명",914,"고양","덕이동",2,1,9,6,"A2",11000,189,"상환완료"
"제913차 인천 용현동 오피스텔 및 근린상가 신축사업 6차#1순위","수익률(연)12%?투자기간12개월?등급B1?모집금액2억원?투자인원360명",913,"인천","용현동",1,6,12,12,"B1",20000,360,"상환완료"
"제912차 가평 조종초등학교 인근 리버빌 2차 신축사업 11차#1순위","수익률(연)13%?투자기간9개월?등급B3?모집금액1억원?투자인원189명",912,"가평","조종초등학교",1,11,13,9,"B3",10000,189,"상환완료"
"제911차 합천아파트 신축사업 20차#1순위","수익률(연)12.98%?투자기간10개월?등급B2?모집금액1억원?투자인원226명",911,"합천아파트","신축사업",1,20,12.98,10,"B2",10000,226,"상환완료"
"제910차 일산 고양국제고 인근 다세대C 리파이낸싱#1순위","수익률(연)12.21%?투자기간3개월?등급B1?모집금액12억9,000만원?투자인원1,721명",910,"일산","고양국제고",1,1,12.21,3,"B1",129000,1721,"상환완료"
"제908차 서초 내곡동 서초포레스타 아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억원?투자인원108명",908,"서초","내곡동",2,1,8.5,6,"A1",10000,108,"상환완료"
"제907차 노원 상계동 휴플러스수락한신아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액8,000만원?투자인원145명",907,"노원","상계동",2,1,8.5,6,"A1",8000,145,"상환완료"
"제906차 성남 야탑동 매화마을 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원113명",906,"성남","야탑동",1,1,9,6,"A2",7000,113,"상환완료"
"제905차 성북 정릉동 정릉2차e편한세상 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원183명",905,"성북","정릉동",2,1,9,6,"A2",11000,183,"상환완료"
"제904차 광진 구의동 현진에버빌 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원214명",904,"광진","구의동",2,1,9,6,"A2",12000,214,"상환완료"
"제902차 캠프 험프리 미군 렌탈하우스C 신축사업 13차#1순위","수익률(연)13.1%?투자기간7개월?등급C1?모집금액1억원?투자인원208명",902,"캠프","험프리",1,13,13.1,7,"C1",10000,208,"상환완료"
"제901차 캠프 험프리 미군 렌탈하우스A 신축사업 15차#1순위","수익률(연)13.1%?투자기간5개월?등급C1?모집금액2억원?투자인원417명",901,"캠프","험프리",1,15,13.1,5,"C1",20000,417,"상환완료"
"제900차 성남 정자동 상록마을우성아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액8,000만원?투자인원134명",900,"성남","정자동",2,1,9,6,"A2",8000,134,"상환완료"
"제899차 이천 창전동 오피스텔 신축사업 33차#1순위","수익률(연)13%?투자기간10개월?등급C1?모집금액3억원?투자인원516명",899,"이천","창전동",1,33,13,10,"C1",30000,516,"상환완료"
"제897차 합천아파트 신축사업 19차#1순위","수익률(연)12.98%?투자기간10개월?등급B2?모집금액1억원?투자인원156명",897,"합천아파트","신축사업",1,19,12.98,10,"B2",10000,156,"상환완료"
"제896차 용인 동천동 다세대주택 신축사업 9차#1순위","수익률(연)12.63%?투자기간8개월?등급B2?모집금액2억원?투자인원381명",896,"용인","동천동",1,9,12.63,8,"B2",20000,381,"상환완료"
"제895차 서산 테크노밸리 근린생활시설 신축사업 24차#1순위","수익률(연)14.5%?투자기간12개월?등급C3?모집금액4억원?투자인원803명",895,"서산","테크노밸리",1,24,14.5,12,"C3",40000,803,"상환완료"
"제894차 합천아파트 신축사업 18차#1순위","수익률(연)12.98%?투자기간10개월?등급B2?모집금액3억원?투자인원450명",894,"합천아파트","신축사업",1,18,12.98,10,"B2",30000,450,"상환완료"
"제893차 이천 신둔도예촌역 인근 다세대 신축사업 6차#1순위","수익률(연)14%?투자기간8개월?등급B2?모집금액3억원?투자인원507명",893,"이천","신둔도예촌역",1,6,14,8,"B2",30000,507,"상환완료"
"제892차 이천 창전동 오피스텔 신축사업 32차#1순위","수익률(연)13%?투자기간10개월?등급C1?모집금액1억원?투자인원173명",892,"이천","창전동",1,32,13,10,"C1",10000,173,"상환완료"
"제891차 이천 창전동 오피스텔 신축사업 31차#1순위","수익률(연)13%?투자기간10개월?등급C1?모집금액2억원?투자인원369명",891,"이천","창전동",1,31,13,10,"C1",20000,369,"상환완료"
"제890차 인천 주안역 해경스테이 4차 신축사업 4차#1순위","수익률(연)12.06%?투자기간11개월?등급B1?모집금액2억원?투자인원395명",890,"인천","주안역",1,4,12.06,11,"B1",20000,395,"상환완료"
"제889차 용인 메종 포레스트 타운하우스 C 신축 9차#1순위","수익률(연)12.42%?투자기간7개월?등급B2?모집금액2억원?투자인원352명",889,"용인","메종",1,9,12.42,7,"B2",20000,352,"상환완료"
