"번호","지역","지역2","순위","차수","리파이낸싱","신축","다세대","타운하우스","건축자금","담보","NPL","근질권","ABL","주택","오피스텔","신도시","개발지구","마을","아파트","빌딩","빌라","상가","단독주택","수익률","투자기간","등급","모집금액","투자인원","Y"
912,"가평","조종초등학교",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,"B3",10000,189,"0"
911,"합천아파트","신축사업",1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,10,"B2",10000,226,"0"
910,"일산","고양국제고",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21,3,"B1",129000,1721,"0"
908,"서초","내곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",10000,108,"0"
907,"노원","상계동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",8000,145,"0"
906,"성남","야탑동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,6,"A2",7000,113,"0"
905,"성북","정릉동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",11000,183,"0"
904,"광진","구의동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",12000,214,"0"
902,"캠프","험프리",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,7,"C1",10000,208,"0"
901,"캠프","험프리",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,5,"C1",20000,417,"0"
900,"성남","정자동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",8000,134,"0"
899,"이천","창전동",1,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",30000,516,"0"
897,"합천아파트","신축사업",1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,10,"B2",10000,156,"0"
896,"용인","동천동",1,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.63,8,"B2",20000,381,"0"
895,"서산","테크노밸리",1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,12,"C3",40000,803,"0"
894,"합천아파트","신축사업",1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,10,"B2",30000,450,"0"
893,"이천","신둔도예촌역",1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,"B2",30000,507,"0"
892,"이천","창전동",1,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",10000,173,"0"
891,"이천","창전동",1,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",20000,369,"0"
890,"인천","주안역",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,11,"B1",20000,395,"0"
889,"용인","메종",1,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,7,"B2",20000,352,"0"
888,"용인","메종",1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",35000,673,"0"
886,"광진","자양동",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",12000,177,"0"
885,"인천","주안동",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,10,"B2",10000,186,"0"
884,"서울","동선동5가",2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",15000,260,"0"
883,"이천","창전동",1,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",20000,364,"0"
882,"용인","메종",1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,7,"B2",20000,371,"0"
881,"용인","메종",1,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",15000,281,"0"
880,"송파","장지동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",15000,267,"0"
878,"가평","맹호부대",1,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,8,"B3",20000,316,"0"
876,"강서","화곡동",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",18000,352,"0"
875,"성동","옥수동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",23000,366,"0"
874,"이천","창전동",1,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",20000,379,"0"
873,"서울","강북",1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,8,"B2",20000,378,"0"
872,"서울","동선동5가",2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",5000,64,"0"
871,"이천","창전동",1,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",10000,130,"0"
870,"마포","현석동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",45000,725,"0"
869,"캠프","험프리",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",30000,459,"0"
868,"캠프","험프리",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,6,"C1",10000,170,"0"
867,"인천","용현동",1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,13,"B1",20000,382,"0"
866,"제주","용수리",1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,9,"B2",20000,420,"0"
865,"구로","개봉동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",12000,193,"0"
864,"이천","창전동",1,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",10000,149,"0"
863,"서울","동선동5가",2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",5000,81,"0"
862,"제주","용수리",1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,9,"B2",20000,366,"0"
861,"인천","용현동",1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,13,"B1",10000,163,"0"
860,"종로","구기동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.5,6,"A3",10000,203,"0"
859,"서울","동선동5가",2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",5000,100,"0"
858,"제주","신화월드",1,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",10000,211,"0"
857,"인천","용현동",1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,13,"B1",20000,401,"0"
856,"태안","버스터미널",1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"C1",30000,547,"0"
855,"영등포","도림동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",12000,172,"0"
854,"제주","신화월드",1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",10000,133,"0"
853,"제주","올레시장",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",15000,313,"0"
852,"이천","창전동",1,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",5000,113,"0"
851,"인천","용현동",1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,13,"B1",20000,443,"0"
850,"가평","조종초등학교",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,"B3",10000,214,"0"
849,"마포","한강삼성아파트",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,238,"0"
848,"강서","한숲마을대림아파트",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8.5,6,"A1",8000,154,"0"
847,"서울","동선동5가",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",5000,123,"0"
846,"태안","버스터미널",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"C1",50000,739,"0"
845,"제주","신화월드",1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",10000,221,"0"
844,"태안","버스터미널",1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"C1",50000,828,"0"
842,"강서","염창동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",5000,128,"0"
841,"강서","마곡엠벨리",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,57,"0"
839,"가평","조종초등학교",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,"B3",30000,647,"0"
838,"이천","창전동",1,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,"C1",25000,467,"0"
837,"제주","신화월드",1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",30000,592,"0"
836,"서울","동선동5가",2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,"D2",15000,357,"0"
835,"서산","테크노밸리",1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,177,"0"
834,"가평","조종초등학교",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,"B3",10000,242,"0"
833,"태안","버스터미널",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"C1",1e+05,1802,"0"
829,"서초","잠원동",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",30000,543,"0"
827,"평택","국가산업단지",1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,6,"B3",20000,401,"0"
826,"서초","잠원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",60000,1129,"0"
825,"하남","덕풍동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6,"A3",3000,62,"0"
824,"금천","독산동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",6000,125,"0"
823,"서산","테크노밸리",1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,184,"0"
822,"가평","조종초등학교",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,"B3",10000,240,"0"
821,"캠프","험프리",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,6,"C1",10000,185,"0"
820,"제주","아라일동",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,"D2",2000,49,"0"
819,"이천","창전동",1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",3000,88,"0"
818,"제주","신화월드",1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",20000,435,"0"
817,"강남","율현동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",10000,166,"0"
816,"제주","아라일동",2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,"D2",3000,61,"0"
815,"제주","신화월드",1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",20000,448,"0"
814,"이천","창전동",1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",20000,455,"0"
812,"용인","중동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",8000,116,"0"
811,"강남","도곡동",2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12,6,"B1",60000,1093,"0"
810,"캠프","험프리",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,7,"C1",30000,495,"0"
809,"마포","도화동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",8000,97,"0"
808,"영등포","여의도동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",12000,300,"0"
807,"금천구","시흥동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",8000,209,"0"
806,"은평","신사동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,121,"0"
805,"제주","신화월드",1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",10000,205,"0"
804,"제주","용수리",1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,10,"B2",37000,706,"0"
803,"하남","덕풍동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",12000,268,"0"
802,"강남","도곡동",2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12,6,"B1",70000,1143,"0"
801,"제주","신화월드",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",30000,611,"0"
800,"캠프","험프리",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,6,"C1",25000,473,"0"
799,"대전","호동",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,"D3",10000,186,"0"
798,"부산","해운대구",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",15000,280,"0"
797,"용인","상현동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",12000,301,"0"
795,"제주","신화월드",1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",60000,1270,"0"
794,"캠프","험프리",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",10000,201,"0"
793,"안양","석수동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",11000,236,"0"
792,"부산","화명동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",7000,169,"0"
791,"서산","테크노밸리",1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,190,"0"
790,"평택","국가산업단지",1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,6,"B3",20000,378,"0"
789,"태안","버스터미널",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,"D1",55000,944,"0"
788,"제주","신화월드",1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",50000,972,"0"
787,"이천","신둔도예촌역",1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,"B2",10000,181,"0"
786,"용인","메종",1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,8,"B2",40000,761,"0"
785,"서산","테크노밸리",1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,129,"0"
784,"평택","국가산업단지",1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,6,"B3",20000,341,"0"
783,"용인","메종",1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,8,"B2",40000,722,"0"
782,"강남","청담동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",20000,220,"0"
781,"용산","효창동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,86,"0"
780,"합천아파트","신축사업",1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,11,"B2",30000,621,"0"
779,"제주","신화월드",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,12,"B1",50000,1035,"0"
778,"과천","문원동",2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,"D2",20000,328,"0"
777,"제주시내","근교",1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,7,"B2",25000,461,"0"
776,"용인","메종",1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",40000,636,"0"
775,"송파","풍납동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,130,"0"
773,"인천","심곡동",1,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.9,6,"A3",30000,515,"0"
772,"용인","동천동",1,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.63,9,"B2",10000,185,"0"
771,"용인","메종",1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",40000,719,"0"
770,"부산","화명동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,238,"0"
769,"인천","주안역",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,12,"B1",30000,555,"0"
768,"이천","창전동",1,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",5000,89,"0"
767,"가평","맹호부대",1,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,9,"B3",10000,217,"0"
766,"원주","세브란스",1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",50000,444,"0"
765,"해운대구","중동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",13000,296,"0"
764,"양천","신정동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",49000,868,"0"
763,"이천","창전동",1,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,178,"0"
761,"인천","심곡동",1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.9,6,"A3",25000,392,"0"
760,"제주","올레시장",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",30000,598,"0"
759,"원주","세브란스",1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",50000,231,"0"
757,"이천","창전동",1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",5000,140,"0"
758,"성북","하월곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",17000,261,"0"
756,"아산","유신빌딩",2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,6,"C2",5000,81,"0"
755,"가평","맹호부대",1,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,9,"B3",10000,228,"0"
753,"인천","심곡동",1,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.9,6,"A3",30000,474,"0"
752,"원주","세브란스",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",1e+05,423,"0"
751,"서초","양재동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",13000,284,"0"
750,"서초","신원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",5000,86,"0"
748,"인천","심곡동",1,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.9,6,"A3",30000,531,"0"
747,"제주","올레시장",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",35000,621,"0"
746,"원주","세브란스",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",45000,334,"0"
745,"가평","조종초등학교",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,"B3",20000,384,"0"
744,"부산","해운대구",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",13000,80,"0"
743,"서울","강북",1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,10,"B2",20000,347,"0"
742,"이천","창전동",1,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,170,"0"
741,"가평","맹호부대",1,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,9,"B3",20000,378,"0"
740,"원주","세브란스",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",50000,679,"0"
739,"아산","유신빌딩2순위",2,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,6,"C2",5000,113,"0"
738,"고양","신원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",8000,112,"0"
737,"이천","창전동",1,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,248,"0"
736,"가평","조종초등학교",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,"B3",20000,338,"0"
735,"원주","세브란스",1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",50000,687,"0"
734,"판교동","판교원마을10단지힐스테이트",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9,6,"A2",14000,60,"0"
733,"이천","창전동",1,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,197,"0"
732,"서산","테크노밸리",1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,171,"0"
731,"원주","세브란스",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"B3",50000,657,"0"
729,"합천아파트","신축사업",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,200,"0"
728,"노원","중계동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",11000,195,"0"
727,"서산","테크노밸리",1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,154,"0"
726,"이천","창전동",1,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,188,"0"
725,"캠프","험프리",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,9,"C1",30000,439,"0"
724,"합천아파트","신축사업",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,164,"0"
723,"경기","반송동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",7000,83,"0"
722,"인천","송도동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",48000,745,"0"
721,"서산","테크노밸리",1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",5000,73,"0"
720,"이천","창전동",1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,178,"0"
719,"아산","유신빌딩",2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,6,"C2",5000,81,"0"
718,"합천아파트","신축사업",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,139,"0"
717,"용인","동천동",1,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.63,10,"B2",10000,211,"0"
716,"인천","송도동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",36000,456,"0"
715,"서산","테크노밸리",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,13,"C3",10000,188,"0"
714,"이천","창전동",1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,"C1",10000,156,"0"
713,"아산","유신빌딩",2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,6,"C2",5000,88,"0"
712,"합천아파트","신축사업",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,142,"0"
711,"용인","동천동",1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.63,10,"B2",20000,307,"0"
710,"서산","테크노밸리",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",10000,120,"0"
709,"이천","창전동",1,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,12,"C1",10000,156,"0"
708,"용인","동천동",1,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.63,10,"B2",20000,329,"0"
707,"송파","잠실동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",30000,509,"0"
706,"합천아파트","신축사업",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,181,"0"
705,"용인","메종",1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",40000,693,"0"
704,"용인","메종",1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",40000,691,"0"
703,"인천","송도동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",8000,112,"0"
702,"이천","창전동",1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,12,"C1",10000,183,"0"
701,"서산","테크노밸리",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",10000,206,"0"
700,"강남","삼성동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,"A2",72000,1155,"0"
